fileName,rowID,docID,score,url,title,snippet,
University of California Berkeley.csv,6,6,0.12275014,https://alumni-friends.berkeley.edu/,Home â€? University of California Berkeley,California Berkeley Follow us on:  \t\t\t\t\t\t<a href=""http://foursquare.com/cal"" class=""footer-,
University of California Davis.csv,1,11,0.12275014,http://www.ucdavis.edu/,UC Davis | UC Davis,California Bodega Bay California Sacramento California Incline Village Nevada Redwoods NP  Lassen Vo,
University of California Irvine.csv,6,30,0.12275014,http://www.uci.edu/university-facts/index.php,University Facts | UCI,California Feedback Privacy Notice Media Inquiries Accreditation Information Clery Act University of,
University of California Berkeley.csv,2,2,0.120686755,https://coronavirus.berkeley.edu/,UC Berkeley Coronavirus (COVID-19) updates and resources â€? University of California Berkeley Coronavirus Updates,California policies  to reduce the risk of spreading COVID-19 in the workplace. The  required online,
University of California Berkeley.csv,3,3,0.120686755,http://www.berkeley.edu/students,Students | University of California Berkeley,"b""  Toggle navigation From a group of academic pioneers in 1868 to the Free Speech Movement in 1964 Berkeley is a place where the brightest minds from across the globe come together to explore ask questions and improve the world. Want to change the world? At Berkeley weare doing just that. When you join the Golden Bear community youare part of an institution that shifts the global conversation every single day.  Berkeley is home to some of the world's greatest minds leading more than 130 academic departments and 80 interdisciplinary research units and addressing the worldas most pertinent challenges.  From expeditions to Egypt in the late 1800s to stem cell research and artificial intelligence today Berkeley has been at the forefront of research throughout its history. Here students can work side-by-side with Nobel Laureates Fields medal winners Fulbright Scholars and MacArthur fellows.  Life at Berkeley blends research and reflection the scientific with the artistic and the scholarly with the athletic. Our students come from different places and backgrounds but together they create a diverse and kinetic community that seeks to create a better world.  Semester dates and deadlines Academic records academic planning enrollment billing and financial aid. Courses schedule of classes and degree programs Learning management system Take care of key university business all in one place Resources and services for graduate students Financial aid and scholarships Career counseling and jobs Resources for new entering undergraduate students  /.row   /.inner   /.container  Facebook Twitter YouTube Instagram Medium \r                  Copyright  2022   UC Regents; all rights reserved\r            """,
University of California Hastings College of Law.csv,3,20,0.120334305,https://www.uchastings.edu/our-story/,Our Story & About Us - UC Hastings College of the Law,California it was decided that the College should prepare lawyers for the practice of law within clo,
University of California Berkeley.csv,0,0,0.11869159,http://www.berkeley.edu/,Home | University of California Berkeley,"b""   Close  Close    Brand and toggle get grouped for better mobile display  Toggle navigation  Collect the nav links forms and other content for toggling  From a group of academic pioneers in 1868 to the Free Speech Movement in 1964 Berkeley is a place where the brightest minds from across the globe come together to explore ask questions and improve the world. Want to change the world? At Berkeley weare doing just that. When you join the Golden Bear community youare part of an institution that shifts the global conversation every single day.  Berkeley is home to some of the world's greatest minds leading more than 130 academic departments and 80 interdisciplinary research units and addressing the worldas most pertinent challenges.  From expeditions to Egypt in the late 1800s to stem cell research and artificial intelligence today Berkeley has been at the forefront of research throughout its history. Here students can work side-by-side with Nobel Laureates Fields medal winners Fulbright Scholars and MacArthur fellows.  Life at Berkeley blends research and reflection the scientific with the artistic and the scholarly with the athletic. Our students come from different places and backgrounds but together they create a diverse and kinetic community that seeks to create a better world.   /.primary-nav   /.navbar-collapse   /.container  2022/23 season Carl Fox   JUN   03 JUN   04 JUN   05  /.row   /.row  Twitter heading image column middle media column The human pituitary growth hormone (somatotropin) is isolated and in 1971 synthesized by biochemistry professor Choh Hao Li. Explore the timeline detail column row Facebook Twitter YouTube Instagram Medium \r                  Copyright  2022   UC Regents; all rights reserved\r            """,
University of California Irvine.csv,7,31,0.1164314,http://strategicplan.uci.edu,Home - UCI Strategic Plan,California Irvine Irvine CA 92697-1000 A 2022  .   Scroll To Top,
University of California Davis.csv,3,13,0.09265262,https://myadmissions.ucdavis.edu/,MyAdmissions | UC Davis,California Davis campus. All rights reserved.,
University of California Davis.csv,4,14,0.07884903,https://giving.ucdavis.edu/?utm_source=ucdhome&utm_medium=btn&utm_campaign=expect%20greater&utm_content=quicklinks,Home | UC Davis Giving,California Davis campus. All rights reserved.                                         Last Updated: ,
